Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
Species_Reader2011,species name exactly as printed in the Dryad file's Species column,,,,info,Primates,Reader_etal_2011_Data,printed name preserved (invariant 3),source column Species
Genus_Reader2011,genus exactly as printed,,,,info,Primates,Reader_etal_2011_Data,,source column Genus
SpeciesPurvis,species name under the Purvis (1995) primate phylogeny as printed,,,,info,Primates,Reader_etal_2011_Data,"second printed name system; the join key if you use the Purvis tree",source column SpeciesPurvis
GenusPurvis,genus under Purvis (1995) as printed,,,,info,Primates,Reader_etal_2011_Data,,source column GenusPurvis
species_sci,accepted scientific binomial resolved via _keys/Stephan/species_key.csv (source_publication = Reader2011),,,,info,Primates,Reader_etal_2011_Data,"4 of 238 names remapped; Gorilla gorilla and Pongo pygmaeus deliberately NOT mapped to the Stephan-lineage Gorilla sp. / Pongo sp.",resolution is paper-scoped (SPECIES_NAMING.md sec 3)
Taxon,"grade as printed: Simian, Prosimian or Tarsier",,,,info,Primates,Reader_etal_2011_Data,the paper's own grouping,source column Taxon
Great_ape,whether the species is a great ape (Yes/No) as printed,,,,info,Primates,Reader_etal_2011_Data,used by the paper only for a sensitivity analysis,source column Great ape
Innovation,number of reported examples of behavioural innovation found in the literature survey,whole-organism behaviour,report_count,count,primary,Primates,Reader_etal_2011_Data,"the headline measure; RAW count - not effort-corrected. Distinct construct from Heldstab's categorical traits - never pool",source column Innovation
Tool_use,number of reported examples of tool use,whole-organism behaviour,report_count,count,primary,Primates,Reader_etal_2011_Data,raw count; distinct construct from Heldstab categorical Tool_use - never pool,source column Tool use
Extractive_foraging,number of reported examples of extractive foraging,whole-organism behaviour,report_count,count,primary,Primates,Reader_etal_2011_Data,raw count; 2011 addition; distinct construct from Heldstab categorical Extractive_foraging - never pool,source column Extractive foraging
Social_learning,number of reported examples of social learning,whole-organism behaviour,report_count,count,primary,Primates,Reader_etal_2011_Data,raw count; social axis rather than the technical axis,source column Social learning
Innovation_reduced,innovation count after cases that also qualified as tool use / extractive foraging / tactical deception were removed,whole-organism behaviour,report_count,count,info,Primates,Reader_etal_2011_Data,"the paper used the reduced data for all but one analysis; do NOT sum or average with the raw count - pick one",source column Innovation (Reduced)
Tool_use_reduced,tool-use count after multiply-qualifying cases were removed,whole-organism behaviour,report_count,count,info,Primates,Reader_etal_2011_Data,same reduction as above,source column Tool use (Reduced)
Extractive_foraging_reduced,extractive-foraging count after multiply-qualifying cases were removed,whole-organism behaviour,report_count,count,info,Primates,Reader_etal_2011_Data,same reduction as above,source column Extractive foraging (Reduced)
Journal_search_article_count,total reports found per species in the journal back-issue search regardless of content,,report_count,count,info,Primates,Reader_etal_2011_Data,research-effort denominator for the 2011 counts,source column Journal Search Article Count
Zoological_record_article_count,number of Zoological Record articles per species 1993-2001,,report_count,count,info,Primates,Reader_etal_2011_Data,the paper's research-effort measure; keep raw so effort-correction stays reproducible downstream,source column Zoological Record Article Count
Journal_reports_2002,total reports per species in the 2002 survey,,report_count,count,info,Primates,Reader_etal_2011_Data,2002 research-effort denominator,source column Journal reports (2002 dataset)
Innovation_2002,innovation count from the Reader & Laland 2002 survey,whole-organism behaviour,report_count,count,secondary,Primates,Reader_etal_2011_Data,SUPERSEDED by the 2011 column; same lineage - resolve never average,source column Innovation (2002 dataset)
Social_learning_2002,social-learning count from the 2002 survey,whole-organism behaviour,report_count,count,secondary,Primates,Reader_etal_2011_Data,SUPERSEDED by the 2011 column; same lineage - resolve never average,source column Social learning  (2002 dataset)
Tool_use_2002,tool-use count from the 2002 survey,whole-organism behaviour,report_count,count,secondary,Primates,Reader_etal_2011_Data,SUPERSEDED by the 2011 column; same lineage - resolve never average,source column Tool use (2002 dataset)
Method,"systematic survey of >4000 primate journal articles counting reported examples of each behaviour class; counts corrected for research effort in the paper's analyses, not in the data file",,,,method,Primates,Reader_etal_2011_Data,"238 species rows; 64 carry at least one 2011 report. Blank = no data (source README), which for a survey count is effectively zero reports found - the paper treats non-surveyed species as missing, so blanks are kept as NA",Reader is the primary compiler; a tactical-deception column is described in the paper but is NOT present in the Dryad file
