Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
component,"brain-structure abbreviation, one row per structure",,Structure,,primary,Carnivora (Ursidae),Kamiya_Pirlot_1988_Table1,"Standard Pirlot-lab code set, confirmed in running text p.230-231 (identical scheme used in Pirlot_Jiao_1985 and, unconfirmed, Kamiya_Pirlot_1980)",
BO,Bulbus olfactorius progression index,Bulbus olfactorius,Progression_index,index (100=basal insectivore reference),primary,Carnivora (Ursidae),Kamiya_Pirlot_1988_Table1,Progression index = ratio of the animal's actual structure volume to that expected for a 'basal insectivore' of equal body size (p.226) - NOT a raw mm3 volume,
N,Neocortex progression index,Neocortex,Progression_index,index (100=basal insectivore reference),primary,Carnivora (Ursidae),Kamiya_Pirlot_1988_Table1,Progression index = ratio of the animal's actual structure volume to that expected for a 'basal insectivore' of equal body size (p.226) - NOT a raw mm3 volume,
RH,Rhinencephalon progression index,Rhinencephalon,Progression_index,index (100=basal insectivore reference),primary,Carnivora (Ursidae),Kamiya_Pirlot_1988_Table1,Progression index = ratio of the animal's actual structure volume to that expected for a 'basal insectivore' of equal body size (p.226) - NOT a raw mm3 volume,
S,Septum progression index,Septum,Progression_index,index (100=basal insectivore reference),primary,Carnivora (Ursidae),Kamiya_Pirlot_1988_Table1,Progression index = ratio of the animal's actual structure volume to that expected for a 'basal insectivore' of equal body size (p.226) - NOT a raw mm3 volume,
D,Diencephalon progression index,Diencephalon,Progression_index,index (100=basal insectivore reference),primary,Carnivora (Ursidae),Kamiya_Pirlot_1988_Table1,Progression index = ratio of the animal's actual structure volume to that expected for a 'basal insectivore' of equal body size (p.226) - NOT a raw mm3 volume,
ST,Striatum progression index,Striatum,Progression_index,index (100=basal insectivore reference),primary,Carnivora (Ursidae),Kamiya_Pirlot_1988_Table1,Progression index = ratio of the animal's actual structure volume to that expected for a 'basal insectivore' of equal body size (p.226) - NOT a raw mm3 volume,
H,Hippocampus progression index,Hippocampus,Progression_index,index (100=basal insectivore reference),primary,Carnivora (Ursidae),Kamiya_Pirlot_1988_Table1,Progression index = ratio of the animal's actual structure volume to that expected for a 'basal insectivore' of equal body size (p.226) - NOT a raw mm3 volume,
M,Mesencephalon progression index,Mesencephalon,Progression_index,index (100=basal insectivore reference),primary,Carnivora (Ursidae),Kamiya_Pirlot_1988_Table1,Progression index = ratio of the animal's actual structure volume to that expected for a 'basal insectivore' of equal body size (p.226) - NOT a raw mm3 volume,
C,Cerebellum progression index,Cerebellum,Progression_index,index (100=basal insectivore reference),primary,Carnivora (Ursidae),Kamiya_Pirlot_1988_Table1,Progression index = ratio of the animal's actual structure volume to that expected for a 'basal insectivore' of equal body size (p.226) - NOT a raw mm3 volume,
O,Medulla oblongata progression index,Medulla oblongata,Progression_index,index (100=basal insectivore reference),primary,Carnivora (Ursidae),Kamiya_Pirlot_1988_Table1,Progression index = ratio of the animal's actual structure volume to that expected for a 'basal insectivore' of equal body size (p.226) - NOT a raw mm3 volume,
Helarctos,column = Helarctos malayanus (Malayan bear),,Species,,primary,Carnivora,Kamiya_Pirlot_1988_Table1,,
Ailuropoda,column = Ailuropoda melanoleuca (giant panda),,Species,,primary,Carnivora,Kamiya_Pirlot_1988_Table1,,
Ursus,column = Ursus americanus (American black bear),,Species,,primary,Carnivora,Kamiya_Pirlot_1988_Table1,,
source,registry item key,,,,provenance,Carnivora,Kamiya_Pirlot_1988_Table1,,
