Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
Age,age of the rat in days after birth,,Age,,info,Rattus norvegicus (postnatal development),HerculanoHouzel__2015_Table2,"this table is a developmental series for ONE species, not a comparative species table - never pool its rows with Table 1's species rows","printed Table 2 column 'age' and legend, p. 6"
Asleep %,per cent of hours of the day spent asleep at that age,whole-organism,Sleep.pct,point,primary,Rattus norvegicus (postnatal development),HerculanoHouzel__2015_Table2,"from reference [5] of the paper, not measured here",printed Table 2 column '% asleep'; legend 'Per cent of hours asleep from [5]'
MBR (g),"mass of the brain excluding the olfactory bulbs, in grams; both hemispheres together",Brain,Mass.g,point,primary,Rattus norvegicus (postnatal development),HerculanoHouzel__2015_Table2,,printed Table 2 column 'MBR (g)' and legend
NCX (g),"mass of the cerebral cortex including white matter, in grams",CerebralCortex,Mass.g,point,primary,Rattus norvegicus (postnatal development),HerculanoHouzel__2015_Table2,the printed legend defines this quantity as MCX (cortical mass); the extracted header reads 'NCX (g)' - the gram column is the mass and the unitless NCX column is the neuron number,"printed Table 2 column headed MCX in the legend, p. 6"
NCX,number of neurons in the cerebral cortex,CerebralCortex,N.n,point,primary,Rattus norvegicus (postnatal development),HerculanoHouzel__2015_Table2,,printed Table 2 column NCX and legend
O/N,"ratio of other (non-neuronal, presumed mostly glial) cells to neurons in the entire cortex, including white matter",CerebralCortex,O.p.N,point,primary,Rattus norvegicus (postnatal development),HerculanoHouzel__2015_Table2,unlike Table 1 this ratio always includes white matter,printed Table 2 column 'O/N' and legend
DCX (N mg⁻¹),"neuronal density in the cerebral cortex including white matter, in neurons per mg",CerebralCortex,N.p.mg,point,primary,Rattus norvegicus (postnatal development),HerculanoHouzel__2015_Table2,"named DCX here, DNCX in Table 1, and unlike Table 1 it always includes white matter",printed Table 2 column 'DCX (N mg-1)' and legend
ACX (mm²),"total surface area of the cerebral cortex, in mm2",CerebralCortex,Area.mm2,point,primary,Rattus norvegicus (postnatal development),HerculanoHouzel__2015_Table2,,printed Table 2 column 'ACX (mm2)' and legend
"D/A,(N mg⁻¹mm⁻²)",D/A: ratio of cortical neuronal density (neurons per mg) to total cortical surface area (mm2),CerebralCortex,Density.ratio.N_mg_mm2,point,primary,Rattus norvegicus (postnatal development),HerculanoHouzel__2015_Table2,the developmental counterpart of the Table 1 variable; it falls as sleep time falls with age,printed Table 2 column 'D/A (N mg-1 mm-2)' and legend
Method,rat postnatal developmental series: per cent of the day asleep by age from reference [5] joined to brain and cortical cellular composition from reference [32]; extracted from the PDF with tabulapdf,CerebralCortex,,,method,Rattus norvegicus (postnatal development),HerculanoHouzel__2015_Table2,values refer to both hemispheres together; n.a. in the printed table means not available. Age 10 has cellular columns n.a.,"printed Table 2 legend, p. 6; folder ReadMe"
