Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
Species,accepted binomial; journal-printed taxon preserved as Species_Semendeferi2000; harmonised via _keys/Stephan/species_key.csv token Semendeferi2000,,,,info,"Hominoidea (Homo, Pan, Gorilla, Pongo, Hylobates)",Semendeferi_Damasio_2000_Table2,Orang-utan -> Pongo pygmaeus flagged (s.l.); Gibbon -> Hylobates sp. (species not stated),
Species_Semendeferi2000,"taxon exactly as printed (""Human"",""Bonobo"",""Chimpanzee"",""Gorilla"",""Orang-utan"",""Gibbon"")",,,,info,"Hominoidea (Homo, Pan, Gorilla, Pongo, Hylobates)",Semendeferi_Damasio_2000_Table2,printed name preserved (invariant),
Specimen,"per-individual label as printed (""Human 1"" ... ""Gibbon 4"")",,,,info,"Hominoidea (Homo, Pan, Gorilla, Pongo, Hylobates)",Semendeferi_Damasio_2000_Table2,29 individuals; one row each,
taxon_concept,FK to _keys/specimen_crosswalk/taxon_concept_registry: set for pre-2001 orang-utans,,,,info,"Hominoidea (Homo, Pan, Gorilla, Pongo, Hylobates)",Semendeferi_Damasio_2000_Table2,"Pongo pygmaeus (s.l.) = Bornean+Sumatran(+hybrid), NOT resolvable to a modern species",
WholeBrain_Vol.mm3,whole-brain volume,whole brain,Vol.mm3,,primary,"Hominoidea (Homo, Pan, Gorilla, Pongo, Hylobates)",Semendeferi_Damasio_2000_Table2,cm3 x1000,
Cerebellum_Vol.mm3,cerebellum volume,cerebellum,Vol.mm3,,primary,"Hominoidea (Homo, Pan, Gorilla, Pongo, Hylobates)",Semendeferi_Damasio_2000_Table2,cm3 x1000,
Hemispheres_Vol.mm3,cerebral hemispheres (both sides included),cerebral hemispheres,Vol.mm3,,primary,"Hominoidea (Homo, Pan, Gorilla, Pongo, Hylobates)",Semendeferi_Damasio_2000_Table2,both hemispheres (per source footnote),
Frontal_Vol.mm3,frontal lobe volume,frontal lobe,Vol.mm3,,primary,"Hominoidea (Homo, Pan, Gorilla, Pongo, Hylobates)",Semendeferi_Damasio_2000_Table2,cm3 x1000,
Temporal_Vol.mm3,temporal lobe volume,temporal lobe,Vol.mm3,,primary,"Hominoidea (Homo, Pan, Gorilla, Pongo, Hylobates)",Semendeferi_Damasio_2000_Table2,cm3 x1000,
Insula_Vol.mm3,insula volume,insula,Vol.mm3,,primary,"Hominoidea (Homo, Pan, Gorilla, Pongo, Hylobates)",Semendeferi_Damasio_2000_Table2,cm3 x1000,
ParietoOccipital_Vol.mm3,parieto-occipital volume,parieto-occipital,Vol.mm3,,primary,"Hominoidea (Homo, Pan, Gorilla, Pongo, Hylobates)",Semendeferi_Damasio_2000_Table2,cm3 x1000,
Core_Vol.mm3,core (subcortical) volume,core,Vol.mm3,,primary,"Hominoidea (Homo, Pan, Gorilla, Pongo, Hylobates)",Semendeferi_Damasio_2000_Table2,cm3 x1000,
Method:units,structure volumes converted cm3 -> mm3 (x1000); originals in the frozen snapshot,,,,method,"Hominoidea (Homo, Pan, Gorilla, Pongo, Hylobates)",Semendeferi_Damasio_2000_Table2,,
Method:granularity,"per-individual rows; aggregate to species means at the merge step, not here",,,,method,"Hominoidea (Homo, Pan, Gorilla, Pongo, Hylobates)",Semendeferi_Damasio_2000_Table2,,
