Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
Infraclass,"infraclass as printed in Table 1 (Metatheria = marsupials, Eutheria = placentals)",,,,info,Therian mammals (marsupial to primate),Falcone_etal_2019_TABLE1,"clade heading in the printed table, carried down onto each species row","printed Table 1 section heading, p. 1662"
Order,order as printed in Table 1,,,,info,Therian mammals (marsupial to primate),Falcone_etal_2019_TABLE1,,printed Table 1 column Order
Suborder,suborder as printed in Table 1,,,,info,Therian mammals (marsupial to primate),Falcone_etal_2019_TABLE1,blank where the printed table gives none,printed Table 1 column Suborder
Parvorder,parvorder as printed in Table 1 (Platyrrhini / Catarhini for anthropoid primates),,,,info,Therian mammals (marsupial to primate),Falcone_etal_2019_TABLE1,Catarhini is the paper's spelling of Catarrhini - printed name preserved,printed Table 1 column Parvorder
Family,family as printed in Table 1,,,,info,Therian mammals (marsupial to primate),Falcone_etal_2019_TABLE1,,printed Table 1 column Family
Scientific name,species binomial exactly as printed in Table 1,,Species,,info,Therian mammals (marsupial to primate),Falcone_etal_2019_TABLE1,printed name preserved; taxonomy applied later via ../_keys/,printed Table 1 column Species
ILA Pial Dorsal,presence of pial interlaminar astrocytes (ILA) in the DORSAL frontal cortex: Yes = typical pial ILA (interlaminar processes exit layer I and course through the cortical laminae); rudimetary = rudimentary pial ILA (inverted-pyramidal soma contacting the pia with at least one process coursing towards layer II but not exiting layer I); No = neither observed,Frontal cortex layer I (dorsal),category,,primary,Therian mammals (marsupial to primate),Falcone_etal_2019_TABLE1,"pial ILA = GFAP+ astrocyte with an inverted-pyramidal soma whose base contacts the pia (Andriezen 1893 cell type); typical vs rudimentary is defined by process length only, not soma shape","printed Table 1 columns 'Pial ILA / D'; printed codes Yes / r / No / - ; 'rudimetary' is the extraction's spelling of the paper's 'rudimentary'; '-' -> NA. Definitions from Results sec. 3.2 and Discussion sec. 4.3, pp. 1660-1668"
ILA Pial Ventral,"presence of pial ILA in the VENTRAL frontal cortex, same three-level scoring as ILA Pial Dorsal",Frontal cortex layer I (ventral),category,,primary,Therian mammals (marsupial to primate),Falcone_etal_2019_TABLE1,some species had pial ILA only in the ventral cortex; dorsal and ventral are scored separately for this reason,printed Table 1 columns 'Pial ILA / V'; 4 species print '-' (not assessed) -> NA
ILA Subpial Dorsal,presence of subpial ILA in the DORSAL frontal cortex: Yes = typical subpial ILA (processes exit layer I); rudimetary = rudimentary subpial ILA (processes remain within layer I); No = none observed,Frontal cortex layer I (dorsal),category,,primary,Therian mammals (marsupial to primate),Falcone_etal_2019_TABLE1,"subpial ILA = multipolar GFAP+ cell with a round/oval soma in the upper part of layer I that does NOT contact the pia (Korzhevskii 2005 cell type); typical subpial ILA were found only in primates, and only in anthropoids; absent in marsupials","printed Table 1 columns 'Subpial ILA / D'; in the printed table species with proper subpial ILA are highlighted in red. Definitions from Results sec. 3.1-3.2, pp. 1659-1662"
ILA Subpial Ventral,"presence of subpial ILA in the VENTRAL frontal cortex, same three-level scoring as ILA Subpial Dorsal",Frontal cortex layer I (ventral),category,,primary,Therian mammals (marsupial to primate),Falcone_etal_2019_TABLE1,rudimentary subpial ILA were present ventrally in most eutherian orders analysed but absent in marsupials,printed Table 1 columns 'Subpial ILA / V'; 4 species print '-' -> NA
Method,"GFAP immunohistochemistry on frontal cerebral cortex; interlaminar processes traced in thin sections back to their soma of origin, then scored per species as typical / rudimentary / absent, separately for pial vs subpial cell type and for dorsal vs ventral cortex",Frontal cortex layer I,,,method,Therian mammals (marsupial to primate),Falcone_etal_2019_TABLE1,the extracted CSV has 47 rows while the abstract states 46 species - resolve against the printed table before using species counts. Cell-type assignment requires thin sections; in macaque pial and subpial processes intermingle and can only be separated by tracing to the soma,"Materials and Methods sec. 2.5 (Imaging) and Results sec. 3.1-3.2, pp. 1658-1662; antibody details sec. 2.4"
