Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
No,entry number in the BMR database,,,,info,Mammalia,Genoud_etal_2018_TableS2,,
Species,accepted scientific binomial following Wilson & Reeder (2005); journal-printed name preserved as Species_Genoud2018; harmonised in-table (Bush pattern),,,,info,Mammalia,Genoud_etal_2018_TableS2,"legend col B ""Species W&R""",
Species_Genoud2018,species name exactly as printed in the original work (printed name preserved — invariant),,,,info,Mammalia,Genoud_etal_2018_TableS2,"legend col D ""Species original""",
Subspecies,subspecies name when indicated and recognised by Wilson & Reeder (2005),,,,info,Mammalia,Genoud_etal_2018_TableS2,"legend col C ""Subsp W&R""",
Species_Nexus,species name used in the phylogenetic tree (File S4),,,,info,Mammalia,Genoud_etal_2018_TableS2,legend col E,
Order,order name (abbreviated as printed),,,,info,Mammalia,Genoud_etal_2018_TableS2,legend col F,
Domestic,1 = domestic; 0 = wild; blank = unknown,,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col G,
Authors,original authors of the metabolic value,,,,info,Mammalia,Genoud_etal_2018_TableS2,legend col H,
Cited_value,"1 = value reported as ""unpublished data"" (see Secondary_reference); 0 = value obtained by the cited authors",,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col I,
Source_unavailable,1 = original source could not be examined; 0 = examined,,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col J,
Secondary_reference,authors who cited the value when Cited_value=1 or Source_unavailable=1,,,,info,Mammalia,Genoud_etal_2018_TableS2,legend col K,
Body_mass.g,body mass,whole body,Mass.g,mean,secondary,Mammalia,Genoud_etal_2018_TableS2,legend col L; already g (project unit),compiled from the source cited in Authors
BMR.mlO2_h,basal metabolic rate,whole body,BMR.mlO2_h,mean,secondary,Mammalia,Genoud_etal_2018_TableS2,legend col M; units ml O2/h,compiled from the source cited in Authors
BMR_pct,BMR as % of the value expected from BMR = 2.382 * mass^0.729 (PGLS on SELECT mammals),whole body,pct.expected,,secondary,Mammalia,Genoud_etal_2018_TableS2,legend col N; derived (not a transcribed measurement),
sample_size,"sample size (kept verbatim, incl. ""?"" uncertainty marks)",,,,info,Mammalia,Genoud_etal_2018_TableS2,"legend col O ""a""",
b,1 = graph of metabolic rate vs ambient temperature provided; 0 = not provided,,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col P,
b1,1 = such a graph is available in the literature for this species; 0 = not available,,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col Q,
c,thermal neutrality: 1 = yes; 0 = doubtful; -1 = no,,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col R (standard BMR criterion),
d,at rest: 1 = yes; 0 = doubtful; -1 = no,,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col S (standard BMR criterion),
e,postabsorptive: 1 = yes; 0 = doubtful; -1 = no,,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col T (standard BMR criterion),
f,major resting phase of daily cycle: 1 = yes; 0 = doubtful; -1 = no,,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col U (standard BMR criterion),
g,adult: 1 = yes; 0 = doubtful; -1 = no,,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col V (standard BMR criterion),
h,females neither pregnant nor lactating: 1 = yes; 0 = doubtful; -1 = no,,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col W (standard BMR criterion),
i,1 = concern: animals hard to assign to a taxon,,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col X (additional concern),
j,1 = concern: animal origin (captivity/acclimation/selection),,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col Y (additional concern),
k,1 = concern: physical state (poor condition/stressed/obese),,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col Z (additional concern),
l,1 = concern: unexpectedly small body mass (possible juveniles),,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col AA (additional concern),
m,1 = concern: handling/conditions of measurement,,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col AB (additional concern),
n,1 = concern: set-up and protocol,,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col AC (additional concern),
o,1 = concern: analysis,,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col AD (additional concern),
p,1 = concern: body mass reporting,,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col AE (additional concern),
q,1 = concern: BMR value (unexpected/pooled/few measurements),,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col AF (additional concern),
Ecrit,overall 4-level evaluation of how criteria c-h were met (1 best - 4 worst),,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col AG,
E,overall 4-level evaluation as a BMR estimate (Ecrit corrected for concerns i-q),,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col AH,
Accepted,"1 = accepted reliable estimate (E in {1,2}); 0 = rejected (E in {3,4})",,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col AI,
ALL,1 = included in ALL data set (best estimate for the species),,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col AJ,
SELECT,1 = included in SELECT data set (best accepted estimate for the species),,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col AK,
SPOILED,1 = included in SPOILED data set,,,,method,Mammalia,Genoud_etal_2018_TableS2,legend col AL,
Method:BMR%,"expected-value equation BMR = 2.382 * mass^0.729 (PGLS, SELECT mammals); BMR% = 100*BMR/expected",,,,method,Mammalia,Genoud_etal_2018_TableS2,,
Method:units,"body mass g (project unit); BMR ml O2/h (source unit, unconverted); a separate measure class from cerebral metabolic rate",,,,method,Mammalia,Genoud_etal_2018_TableS2,,
