Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
Species,common name of the rodent species/strain sampled as printed in the table,,,info,,"Mus musculus (CD-1); Meriones unguiculatus; hamster (species as printed is OCR-uncertain, likely Mesocricetus auratus or Cricetus cricetus); Rattus norvegicus (Sprague-Dawley)",Fox_Wilczynski_1986_TableI,,
Sex,sex of the sampled group (F or M) as printed in the table,,,info,,,Fox_Wilczynski_1986_TableI,,
N,number of animals per species/sex group,,count,,info,,Fox_Wilczynski_1986_TableI,"N taken from Materials and Methods (p. 161), not repeated inline in the printed table",
Body_weight_g,mean body weight,body,mass_g,mean,measure,,Fox_Wilczynski_1986_TableI,,
Body_weight_SD_g,standard deviation of body weight,body,mass_g,sd,measure,,Fox_Wilczynski_1986_TableI,,
WB_weight_g,mean whole-brain weight,whole brain,mass_g,mean,measure,,Fox_Wilczynski_1986_TableI,,
WB_weight_SD_g,standard deviation of whole-brain weight,whole brain,mass_g,sd,measure,,Fox_Wilczynski_1986_TableI,,
BS_weight_g,"mean total brainstem weight (mesencephalon + diencephalon complement, per the paper's dissection method)",brainstem,mass_g,mean,measure,,Fox_Wilczynski_1986_TableI,,
BS_weight_SD_g,standard deviation of total brainstem weight,brainstem,mass_g,sd,measure,,Fox_Wilczynski_1986_TableI,,
CB_weight_g,mean cerebellum weight,cerebellum,mass_g,mean,measure,,Fox_Wilczynski_1986_TableI,,
CB_weight_SD_g,standard deviation of cerebellum weight,cerebellum,mass_g,sd,measure,,Fox_Wilczynski_1986_TableI,,
FB_weight_g,mean total forebrain weight,forebrain,mass_g,mean,measure,,Fox_Wilczynski_1986_TableI,,
FB_weight_SD_g,standard deviation of total forebrain weight,forebrain,mass_g,sd,measure,,Fox_Wilczynski_1986_TableI,,
SCA_mm2,mean rostral spinal cord cross-sectional area,spinal cord,area_mm2,mean,measure,,Fox_Wilczynski_1986_TableI,"Derived from weighed tracings of projected 40x images of 20-micron sections taken at the spinal cord's rostral-most end (p. 161)",
SCA_SD_mm2,standard deviation of rostral spinal cord cross-sectional area,spinal cord,area_mm2,sd,measure,,Fox_Wilczynski_1986_TableI,,
