"Code","Definition","Structure","Measure","Stat","role","taxon","Reference","Note","Source Note"
"marker_id","Identifier assigned to each plotted marker, ordered by interaural distance then hearing limit (m001-m079)","","","","info","","Heffner_etal_2020_Figure3","not a printed label; assigned by the extraction",""
"functional_interaural_distance_us","Functional interaural distance: time for sound to travel from one auditory meatus to the other, microseconds (figure x-axis, log scale)","","time.us","value","secondary","Mammalia (79 markers; 34 labelled)","Heffner_etal_2020_Figure3","UNATTRIBUTED: this figure gives no per-point reference; do not merge",""
"high_freq_hearing_limit_60dB_kHz","High-frequency hearing limit: highest frequency audible at 60 dB SPL, kHz (figure y-axis, log scale)","","freq.kHz","threshold","secondary","Mammalia (79 markers; 34 labelled)","Heffner_etal_2020_Figure3","UNATTRIBUTED except the Cottontail; the paper's own Cottontail values are in ..._cottontail_values_from_text.csv",""
"species_label_as_printed","Species common name printed beside the marker in the figure, where one exists (blank = unlabelled point)","","","","info","","Heffner_etal_2020_Figure3","assignment is interpretive; see label_confidence and the label_assignment table",""
"label_confidence","validated_vs_Koay1998 / CHECK_value_differs_from_Koay1998 / leader_line_unvalidated / nearest_label_unvalidated / AMBIGUOUS_marker_claimed_by_2_labels / unlabelled_in_figure","","","","note","","Heffner_etal_2020_Figure3","only validated_vs_Koay1998 assignments are independently confirmed",""
"caption_group","Symbol class from the figure caption, applied via the species: bat (square), rabbit (star), subterranean rodent (diamond), aquatic/amphibious (triangle), rodent (grey fill)","","","","info","","Heffner_etal_2020_Figure3","derived from the species, not from the drawn path (path geometry cannot separate circles from squares)",""
"excluded_from_regression","TRUE for the three subterranean rodents, which the caption states are not included in the regression analyses","","","","note","","Heffner_etal_2020_Figure3","",""
"marker_filled","Raw geometry audit: the marker path is filled","","","","note","","Heffner_etal_2020_Figure3","",""
"marker_grey_fill","Raw geometry audit: the marker fill is grey rather than black or white (caption: grey = rodent)","","","","note","","Heffner_etal_2020_Figure3","",""
"value_origin","digitised_from_figure for every row (the paper prints no comparative table)","","","","note","","Heffner_etal_2020_Figure3","",""
"Method:extraction","Vector extraction from the born-digital PDF: marker paths and axis tick lines read directly, log axes least-squares calibrated against tick values (max relative residual 0.57% x, 0.54% y)","","","","method","","Heffner_etal_2020_Figure3","see Heffner_etal_2020_Figure3_extract.py",""
"Method:label_assignment","Labels joined to markers by printed leader line where present, else nearest marker; every assignment cross-checked against Koay_etal_1998_Figure6.csv (same two variables, independent digitisation)","","","","method","","Heffner_etal_2020_Figure3","see Heffner_etal_2020_Figure3_assign.py",""
"Method:units","kHz and microseconds as printed on the axes; no conversions","","","","method","","Heffner_etal_2020_Figure3","",""
