Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
Y,"dependent variable of the RMA regression (GLI of V1, V2, or VP)",,,,info,hominoids,deSousa_etal_2009_Table2,,
X,"independent variable (neocortex volume, V1 volume, LGN volume, or optic nerve cross-sectional area)",,,,info,hominoids,deSousa_etal_2009_Table2,,
n,number of species in the regression,,,,info,hominoids,deSousa_etal_2009_Table2,,
R2,coefficient of determination of the RMA (reduced major axis) regression,,stat.R2,,primary,hominoids,deSousa_etal_2009_Table2,,
p,significance of the regression,,stat.p,,primary,hominoids,deSousa_etal_2009_Table2,,
Slope,RMA regression slope (log-log),,stat.slope,mean,primary,hominoids,deSousa_etal_2009_Table2,,
Slope_lower95CI,lower 95% CI of the slope,,stat.slope,lower95,primary,hominoids,deSousa_etal_2009_Table2,,
Slope_upper95CI,upper 95% CI of the slope,,stat.slope,upper95,primary,hominoids,deSousa_etal_2009_Table2,,
Intercept,RMA regression intercept (log-log),,stat.intercept,mean,primary,hominoids,deSousa_etal_2009_Table2,,
Intercept_lower95CI,lower 95% CI of the intercept,,stat.intercept,lower95,primary,hominoids,deSousa_etal_2009_Table2,,
Intercept_upper95CI,upper 95% CI of the intercept,,stat.intercept,upper95,primary,hominoids,deSousa_etal_2009_Table2,,
source_location,page/table location of the printed values,,,,info,hominoids,deSousa_etal_2009_Table2,,
data_role,primary (measured) vs secondary (compiled/derived elsewhere),,,,info,hominoids,deSousa_etal_2009_Table2,"printed regression statistics, not raw per-specimen GLI values",
