Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
species,species/genus label AS PUBLISHED (collapsed relative to Table I - see species_key_UNRESOLVED_Pirlot.csv for unresolved variants),,Species,,primary,Marsupialia,Pirlot__1981_TABLEII,Row labels are genus-only or subspecies-collapsed versions of Table I's specimen names (e.g. 'Philander' vs Table I's 'Philander opossum'); do not assume 1:1 row correspondence with Table I specimens,
BO_mm3,"BO = bulbus olfactorius (p.232-233, author's own abbreviation list)",Bulbus olfactorius,volume,value mm3,primary,Marsupialia,Pirlot__1981_TABLEII,,
N_mm3,"N = neocortex (p.232-233, author's own abbreviation list)",Neocortex,volume,value mm3,primary,Marsupialia,Pirlot__1981_TABLEII,,
RH_mm3,"RH = rhinencephalon (p.232-233, author's own abbreviation list)",Rhinencephalon,volume,value mm3,primary,Marsupialia,Pirlot__1981_TABLEII,,
PY_mm3,"PY = pyriform cortex (p.232-233, author's own abbreviation list)",Pyriform cortex,volume,value mm3,primary,Marsupialia,Pirlot__1981_TABLEII,,
S_mm3,"S = septum (p.232-233, author's own abbreviation list)",Septum,volume,value mm3,primary,Marsupialia,Pirlot__1981_TABLEII,,
Di_mm3,"Di = diencephalon (p.232-233, author's own abbreviation list)",Diencephalon,volume,value mm3,primary,Marsupialia,Pirlot__1981_TABLEII,,
STR_mm3,"STR = striatum (p.232-233, author's own abbreviation list)",Striatum,volume,value mm3,primary,Marsupialia,Pirlot__1981_TABLEII,,
Hi_mm3,"Hi = hippocampus (p.232-233, author's own abbreviation list)",Hippocampus,volume,value mm3,primary,Marsupialia,Pirlot__1981_TABLEII,,
M_mm3,"M = mesencephalon (p.232-233, author's own abbreviation list)",Mesencephalon,volume,value mm3,primary,Marsupialia,Pirlot__1981_TABLEII,,
C_mm3,"C = cerebellum (p.232-233, author's own abbreviation list)",Cerebellum,volume,value mm3,primary,Marsupialia,Pirlot__1981_TABLEII,,
O_mm3,"O = medulla oblongata (p.232-233, author's own abbreviation list)",Medulla oblongata,volume,value mm3,primary,Marsupialia,Pirlot__1981_TABLEII,,
Sz_mm3,"Sz = schizocortex (p.232-233, author's own abbreviation list)",Schizocortex,volume,value mm3,primary,Marsupialia,Pirlot__1981_TABLEII,,
total_brain_note,paper also prints total brain and RH+PY summary rows,,,,derived-in-source,Marsupialia,Pirlot__1981_TABLEII,Not stored as independent measurements - derivable from the 12 components above (per item README),
source,registry item key,,,,provenance,Marsupialia,Pirlot__1981_TABLEII,,
