Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
Animal_Nudo1995,"the printed ""Animal/G.s./Order"" cell, verbatim",,,,info,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE4,printed name preserved (invariant 3),
animal_common_Nudo1995,first field of the printed cell,,,,info,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE4,split out of the printed cell,
gs_initials_Nudo1995,second field: the printed genus/species initials,,,,info,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE4,the only species identifier this table prints,see TABLE 2 footnote 1 and TABLE 1
Order_Nudo1995,third field: the taxonomic order exactly as printed,,,,info,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE4,"printed string preserved, typos included","""Lagamorpha"" is printed in the rabbit row"
Order_resolved,Order_Nudo1995 with the printed typo corrected,,,,info,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE4,Lagamorpha -> Lagomorpha; named in parse_flags,"correction made in the .R, never in the snapshot"
species_sci,accepted binomial resolved from gs_initials_Nudo1995 via _keys species_key.csv (source_publication = Nudo1995),,,,info,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE4,no expansion is hand-coded,
max_surface_density_A.cells_per_mm2,maximum surface density of CS somata in region A,Neocortex (CS region A),Density.N_mm2,max,primary,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE4,"mean over 24 species = 1,367 cells/mm2, as the paper states","printed caption ""(cells/mm2)"" with a true superscript two - the PDF OCR text layer renders it ""cells/mm'"", which is a text-layer artefact and not the printed form; region A = frontal + parietal cortex; roughly M1 + premotor + SMA + S1 + posterior parietal"
max_surface_density_B.cells_per_mm2,maximum surface density of CS somata in region B,Neocortex (CS region B),Density.N_mm2,max,primary,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE4,"mean over 24 species = 421 cells/mm2, as the paper states","printed caption ""(cells/mm2)"" with a true superscript two - the PDF OCR text layer renders it ""cells/mm'"", which is a text-layer artefact and not the printed form; region B = roughly the second somatosensory area (SII)"
max_surface_density_C.cells_per_mm2,maximum surface density of CS somata in region C,Neocortex (CS region C),Density.N_mm2,max,primary,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE4,"printed 0 = region absent in that species (true zero); primate mean = 522, as stated","printed caption ""(cells/mm2)"" with a true superscript two - the PDF OCR text layer renders it ""cells/mm'"", which is a text-layer artefact and not the printed form; region C = arcuate (lateral) premotor area; present in primates only"
max_surface_density_Cprime.cells_per_mm2,maximum surface density of CS somata in region C',Neocortex (CS region Cprime),Density.N_mm2,max,primary,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE4,"printed 0 = region absent in that species (true zero); mean over the 5 C'-bearing species = 994, as stated","printed caption ""(cells/mm2)"" with a true superscript two - the PDF OCR text layer renders it ""cells/mm'"", which is a text-layer artefact and not the printed form; region C' = rostral forelimb area; present in the four rodents and the rabbit only"
method,how the surface density was sampled,,,,method,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE4,,maximum number of labelled somata subjacent to a 250 um x 50 um patch of neocortical surface
parse_flags,printed cells that could not be parsed or that fail a sanity check,,,,note,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE4,1 of 24 rows flagged (the printed order typo),printed values are never corrected (sec 7)
