Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
Animal_Nudo1995,"the printed ""Animal/G.s./Order"" cell, verbatim",,,,info,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE5,printed name preserved (invariant 3),
animal_common_Nudo1995,first field of the printed cell,,,,info,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE5,split out of the printed cell,
gs_initials_Nudo1995,second field: the printed genus/species initials,,,,info,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE5,the only species identifier this table prints,see TABLE 2 footnote 1 and TABLE 1
Order_Nudo1995,third field: the taxonomic order exactly as printed,,,,info,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE5,"printed string preserved, typos included","""Lagamorpha"" is printed in the rabbit row"
Order_resolved,Order_Nudo1995 with the printed typo corrected,,,,info,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE5,Lagamorpha -> Lagomorpha; named in parse_flags,"correction made in the .R, never in the snapshot"
species_sci,accepted binomial resolved from gs_initials_Nudo1995 via _keys species_key.csv (source_publication = Nudo1995),,,,info,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE5,no expansion is hand-coded,
avg_surface_density.cells_per_mm2,total CS somata divided by the neocortical surface area that contains them,Neocortex (CS-labelled zone),Density.N_mm2,mean,primary,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE5,"the column mean is 326 cells/mm2; the paper's text says 260 and quotes per-species values that are not in this table - a text/table conflict, see the README. The TABLE VALUES are carried.","printed header ""Avg surface density (cells/mm2)"""
CS_layer_thickness.mm,"maximum thickness of the layer of labelled somata within layer V, measured perpendicular to the cortical surface",Neocortex (CS-labelled zone),thickness.mm,max,primary,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE5,unit corrected from the printed header; the number itself is unchanged,"printed header ""Thickness (um)"" - WRONG unit: the paper's own text (p. 187) calls the same numbers millimetres (""slow loris (0.71 mm) ... short-tailed opossum (0.10 mm)""). The value is carried unchanged and only the unit is corrected."
max_volume_density.cells_per_mm3,maximum number of CS somata per unit volume of the labelled part of layer V,Neocortex (CS-labelled zone),Density.N_mm3,max,primary,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE5,"the paper defines it as max surface density / layer thickness; recomputing it from the printed (2-dp) thickness reproduces it only to about 0.89, so the authors clearly divided by an unrounded thickness - the printed value is carried, not recomputed","printed header ""Maximum volume density (cells/mm3)"""
column_height.cells,maximum number of CS somata stacked one above another within layer V in a 30 um x 50 um slab perpendicular to the surface,Neocortex (CS-labelled zone),Count,max,primary,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE5,non-integer because it is stereologically corrected; mean 3.80 vs the paper's stated 3.85,"printed header ""Column height (cells)"""
concentration_pct,"CS somata as a percentage of all somata in layer V beneath a 1 mm x 50 um sample, taken in the zone of maximum surface density",Neocortex (CS-labelled zone),pct,max,primary,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE5,"NA for hyrax (printed ""n/a"" = not measured, NOT zero)",highest of the four 250-um subsamples
concentration_large_cells_pct,"as concentration_pct, but counting only somata at least as large as the smallest HRP-labelled soma",Neocortex (CS-labelled zone),pct,max,primary,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE5,"NA for armadillo, hyrax and least shrew (printed ""n/a"" = not measured, NOT zero)","printed header ""Concentration (large cells; %)"""
rostral_caudal_density_ratio,density of the rostral (motor) density peak within region A divided by the density of the caudal (sensory) peak,Neocortex (CS region A),Ratio,point,primary,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE5,dimensionless; range 0.80 (armadillo) to 10.00 (crab-eating macaque),"printed header ""Rostral/caudal"""
condensation_pct,percentage of the area of region A whose labelled-cell density is below 40% of the peak surface density,Neocortex (CS region A),pct,point,primary,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE5,high = the dense zone is confined to a small part of region A,"printed header ""Condensation"" (no unit printed; the values are percentages)"
medial_lateral_position_pct,"medial-lateral position of the zone of maximum density within region A, as a percentage of the full medial-lateral extent of region A",Neocortex (CS region A),pct,point,primary,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE5,"0 = most medial labelled neuron, 100 = most lateral","printed header ""% Medial-lateral distribution"""
parse_flags,printed cells that could not be parsed or that fail a sanity check,,,,note,24 mammals: 9 orders / 16 families / 21 genera (Marsupialia + Eutheria),Nudo_etal_1995_TABLE5,1 of 24 rows flagged (the printed order typo),printed values are never corrected (sec 7)
