Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
species,accepted binomial resolved through _keys/Stephan/species_key.csv (token deSousa2008),,,,info,hominoids,deSousa__2008_Suppl.Table5.2,the table prints common names only,
species_as_published,"common name exactly as printed (human, chimp, bonobo, gorilla, orang, gibbon)",,,,info,hominoids,deSousa__2008_Suppl.Table5.2,,
code,dissertation specimen code; joins to deSousa__2008_Table5.1,,,,info,hominoids,deSousa__2008_Suppl.Table5.2,,
archive_code_as_published,"archive label as printed in the second 'code' column (SN-20784, Schimp 1, YN 86-137, ...)",,,,info,hominoids,deSousa__2008_Suppl.Table5.2,,
semendeferi_correction_factor,shrinkage correction factor as published by Semendeferi et al.,,,,method,hominoids,deSousa__2008_Suppl.Table5.2,"SECONDARY - Semendeferi et al. 1998/2002, not de Sousa",
semendeferi_brain_volume_mm3,brain volume as published by Semendeferi et al.,Total_brain_net_volume,Vol.mm3,,secondary,hominoids,deSousa__2008_Suppl.Table5.2,printed in cm3; x1000. Computed from FIXED weight (see footnote *),
semendeferi_area_13_volume_mm3,area 13 volume as published by Semendeferi et al. 1998,Area_13,Vol.mm3,,secondary,hominoids,deSousa__2008_Suppl.Table5.2,printed in mm3; no conversion,
semendeferi_area_10_volume_mm3,area 10 volume as published by Semendeferi et al. 2001/2002,Area_10,Vol.mm3,,secondary,hominoids,deSousa__2008_Suppl.Table5.2,printed in mm3; no conversion,
current_correction_factor,shrinkage correction factor recomputed in the dissertation,,,,method,hominoids,deSousa__2008_Suppl.Table5.2,fresh-weight convention,
current_brain_volume_mm3,brain volume adjusted in the dissertation,Total_brain_net_volume,Vol.mm3,,primary,hominoids,deSousa__2008_Suppl.Table5.2,printed in cm3; x1000. Computed from FRESH weight (see footnote *),
current_area_13_volume_mm3,area 13 volume re-adjusted to the dissertation correction factor,Area_13,Vol.mm3,,secondary,hominoids,deSousa__2008_Suppl.Table5.2,"a re-scaling of the Semendeferi measurement, not an independent measurement",
current_area_10_volume_mm3,area 10 volume re-adjusted to the dissertation correction factor,Area_10,Vol.mm3,,secondary,hominoids,deSousa__2008_Suppl.Table5.2,"a re-scaling of the Semendeferi measurement, not an independent measurement",
footnote,printed footnote text applying to the row,,,,note,hominoids,deSousa__2008_Suppl.Table5.2,* hs20 fixed- vs fresh-weight brain volume; ** ouy fresh weight 440 g,
source,item source id,,,,info,hominoids,deSousa__2008_Suppl.Table5.2,,
Method:observation_level,one row per SPECIMEN,,,,method,hominoids,deSousa__2008_Suppl.Table5.2,,
Method:unit_conversion,brain volume cm3 x 1000 = mm3; area 13 / area 10 printed in mm3 and left unconverted,,,,method,hominoids,deSousa__2008_Suppl.Table5.2,,
Method:data_role,SECONDARY. Two source blocks that must never be pooled: semendeferi_* is Semendeferi et al. as published; current_* is the dissertation's re-adjustment of the same specimens,,,,method,hominoids,deSousa__2008_Suppl.Table5.2,built for provenance; not merged,
