Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
species,accepted binomial resolved through _keys/Stephan/species_key.csv (token deSousa2008),,,,info,hominoids,deSousa__2008_Table5.6,,
species_as_published,species name exactly as printed in Table 5.6,,,,info,hominoids,deSousa__2008_Table5.6,,
brain_volume_mm3,species mean brain volume,Total_brain_net_volume,Vol.mm3,mean,secondary,hominoids,deSousa__2008_Table5.6,printed footnote b: all volumes already in mm3,
Vmo_volume_mm3,trigeminal motor nucleus (Vmo) volume,Nucleus_motorius_nervi_trigemini,Vol.mm3,mean,secondary,hominoids,deSousa__2008_Table5.6,no anatomy_reference.csv entry yet; compiled from Sherwood et al. 2005,
VII_volume_mm3,facial nucleus (VII) volume,Nucleus_nervi_facialis,Vol.mm3,mean,secondary,hominoids,deSousa__2008_Table5.6,no anatomy_reference.csv entry yet; compiled from Sherwood et al. 2005,
XII_volume_mm3,hypoglossal nucleus (XII) volume,Nucleus_nervi_hypoglossi,Vol.mm3,mean,secondary,hominoids,deSousa__2008_Table5.6,no anatomy_reference.csv entry yet; compiled from Sherwood et al. 2005,
area_13_volume_mm3,Brodmann area 13 (orbitofrontal) volume,Area_13,Vol.mm3,mean,secondary,hominoids,deSousa__2008_Table5.6,compiled from Semendeferi et al. 1998,
area_10_volume_mm3,Brodmann area 10 (frontopolar) volume,Area_10,Vol.mm3,mean,secondary,hominoids,deSousa__2008_Table5.6,compiled from Semendeferi et al. 2001,
amygdala_lateral_volume_mm3,lateral nucleus of the amygdala volume,Amygdala_lateral_nucleus,Vol.mm3,mean,secondary,hominoids,deSousa__2008_Table5.6,compiled from Barger et al. 2007,
amygdala_basal_volume_mm3,basal nucleus of the amygdala volume,Amygdala_basal_nucleus,Vol.mm3,mean,secondary,hominoids,deSousa__2008_Table5.6,compiled from Barger et al. 2007,
amygdala_accessory_basal_volume_mm3,accessory basal nucleus of the amygdala volume,Amygdala_accessory_basal_nucleus,Vol.mm3,mean,secondary,hominoids,deSousa__2008_Table5.6,compiled from Barger et al. 2007,
area_44_volume_mm3,Brodmann area 44 volume,Area_44,Vol.mm3,mean,secondary,hominoids,deSousa__2008_Table5.6,compiled from Schenker et al. 2005 / Sherwood et al. 2003 lineage,
area_45_volume_mm3,Brodmann area 45 volume,Area_45,Vol.mm3,mean,secondary,hominoids,deSousa__2008_Table5.6,compiled from Schenker et al. 2005 / Sherwood et al. 2003 lineage,
source,item source id,,,,info,hominoids,deSousa__2008_Table5.6,,
Method:observation_level,one row per SPECIES (printed species means),,,,method,hominoids,deSousa__2008_Table5.6,,
Method:unit_conversion,none - printed footnote b states all volumes are in mm3,,,,method,hominoids,deSousa__2008_Table5.6,,
Method:data_role,SECONDARY (compilation). Printed footnote a: the data are derived from previous studies on Zilles-collection hominoid specimens,,,,method,hominoids,deSousa__2008_Table5.6,per-structure attribution in the README; not merged - the primaries are ingested from their own tables,
