Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
species,accepted binomial resolved through _keys/Stephan/species_key.csv (token deSousa2008),,,,info,catarrhines,deSousa__2008_Table5.1,printed name kept in species_as_published,
species_as_published,species name exactly as printed in Table 5.1,,,,info,catarrhines,deSousa__2008_Table5.1,siamang printed 'Syndactylus symphalangus' (genus/species reversed),
code,dissertation specimen code (hs14 ... mf2),,,,info,catarrhines,deSousa__2008_Table5.1,the identifier used throughout _keys/specimen_crosswalk as item_reference deSousa_dissertation_2008_Table5.1,
sex,printed sex; blank where the table prints NA,,,,info,catarrhines,deSousa__2008_Table5.1,,
age_as_published,"age exactly as printed: years, 'A' (adult), 'JUV', '6 or 7' or 'NA'",,,,info,catarrhines,deSousa__2008_Table5.1,authoritative; age_yrs is derived,
age_yrs,age in years where the printed cell is a bare number,,,,info,catarrhines,deSousa__2008_Table5.1,"NA for 'A', 'JUV', '6 or 7' and printed NA",
collection,"brain collection of origin as printed (Zilles, Stephan, Welker, Yakovlev-Haleem, Sherwood-Hof)",,,,info,catarrhines,deSousa__2008_Table5.1,,
plane_of_section,histological plane of section as printed,,,,method,catarrhines,deSousa__2008_Table5.1,,
body_mass_g,body mass,,Mass.g,,primary,catarrhines,deSousa__2008_Table5.1,printed in kg; x1000,
brain_mass_mg,fresh brain mass,WholeBrain,Mass.mg,,primary,catarrhines,deSousa__2008_Table5.1,printed in g; x1000,
correction_factor,shrinkage correction factor (CF) applied to the fixed volume,,,,method,catarrhines,deSousa__2008_Table5.1,"pooled 2.05 used where brain mass is unknown (ptd, ptc1, ptc3, ptw1)",
brain_volume_mm3,total brain volume,Total_brain_net_volume,Vol.mm3,,primary,catarrhines,deSousa__2008_Table5.1,printed in cm3; x1000,
left_V1_volume_mm3,"LEFT hemisphere primary visual cortex (area striata) volume, printed UNDOUBLED",Area_striata_grey_matter,Vol.mm3,,primary,catarrhines,deSousa__2008_Table5.1,left hemisphere only - never average against a bilateral volume; deSousa et al. 2010 Supp. Table 2 is the doubled version,
left_LGN_volume_mm3,"LEFT hemisphere lateral geniculate nucleus volume, printed UNDOUBLED",Corpus_geniculatum_laterale,Vol.mm3,,primary,catarrhines,deSousa__2008_Table5.1,left hemisphere only; same doubling convention as left V1,
neocortex_volume_mm3,"neocortex volume (grey matter and underlying white matter, printed footnote a)",Neocortex,Vol.mm3,,secondary,catarrhines,deSousa__2008_Table5.1,NOT a de Sousa measurement: supplied by Carol MacLeod (unpublished); see via_data_source_registry.csv PRIVATE_MACLEOD_NEOCORTEX_2002,
source,item source id,,,,info,catarrhines,deSousa__2008_Table5.1,,
Method:observation_level,"one row per SPECIMEN, not per species",,,,method,catarrhines,deSousa__2008_Table5.1,pool to species means before any species-level use,
Method:unit_conversion,volumes cm3 x 1000 = mm3; body mass kg x 1000 = g; brain mass g x 1000 = mg,,,,method,catarrhines,deSousa__2008_Table5.1,printed units preserved in the snapshot,
Method:data_role,"SECONDARY for merge purposes - the same 29 specimens and measurements were published as deSousa_etal_2010_Table1, which is the item carried in __merging_volumes",,,,method,catarrhines,deSousa__2008_Table5.1,"built for provenance; not merged, to avoid double-counting",
