Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
clade_printed,printed taxonomic-group row,,,,info,Mammals (7 orders),Jacobs_etal_2018_Table5,kept as published,7 orders
Species,common species name exactly as printed in Table 5,,,,info,Mammals (7 orders),Jacobs_etal_2018_Table5,printed name preserved (invariant 3),Table 5 prints common names only; no binomials
species_sci,accepted binomial resolved via _keys/Stephan/species_key.csv (source_publication = Jacobs2018),,,,info,Mammals (7 orders),Jacobs_etal_2018_Table5,"binomial taken from Table 3 of the same paper where the species appears there, else the standard binomial for the printed common name","Kudu = Tragelaphus strepsiceros; Rat = Rattus norvegicus; Plains zebra = Equus burchelli (house name)"
neuron_type,"Superficial (layer III pyramidal), Deep (layer V pyramidal), or Gigantopyramidal (Betz cell in primates)",M1 (regional),Class,,info,Mammals (7 orders),Jacobs_etal_2018_Table5,must stay explicit - never collapse the three types; one row per species x type,three types traced in the same animal
n_cells,number of cells traced,M1 (regional),Count,point,info,Mammals (7 orders),Jacobs_etal_2018_Table5,617 total = 233 superficial + 203 deep + 181 gigantopyramidal - reproduced exactly by this build,paper footnote a
dendritic_volume_M1,dendritic volume (Vol),M1 (regional),Volume.um3,mean,primary,Mammals (7 orders),Jacobs_etal_2018_Table5,um3; dendrite not soma - NOT the mm3 structure-volume lineage,paper footnote b
dendritic_volume_M1_sd,standard deviation printed alongside the mean,M1 (regional),Volume.um3,dispersion,info,Mammals (7 orders),Jacobs_etal_2018_Table5,,
total_dendritic_length_M1,total dendritic length (TDL),M1 (regional),Length.um,mean,primary,Mammals (7 orders),Jacobs_etal_2018_Table5,um,paper footnote c
total_dendritic_length_M1_sd,standard deviation printed alongside the mean,M1 (regional),Length.um,dispersion,info,Mammals (7 orders),Jacobs_etal_2018_Table5,,
mean_segment_length_M1,average length of dendritic segments (MSL),M1 (regional),Length.um,mean,primary,Mammals (7 orders),Jacobs_etal_2018_Table5,um,paper footnote d
mean_segment_length_M1_sd,standard deviation printed alongside the mean,M1 (regional),Length.um,dispersion,info,Mammals (7 orders),Jacobs_etal_2018_Table5,"ring-tailed lemur Gigantopyramidal prints 69 +/- 0.04 where every other MSL SD is an integer 1-14 - suspected print error, carried as printed and flagged",
dendritic_segment_count_M1,number of dendritic segments per neuron (DSC),M1 (regional),Count,mean,primary,Mammals (7 orders),Jacobs_etal_2018_Table5,count per neuron,paper footnote e
dendritic_segment_count_M1_sd,standard deviation printed alongside the mean,M1 (regional),Count,dispersion,info,Mammals (7 orders),Jacobs_etal_2018_Table5,,
dendritic_spine_number_M1,number of spines per neuron (DSN),M1 (regional),Count,mean,primary,Mammals (7 orders),Jacobs_etal_2018_Table5,count per neuron,paper footnote f
dendritic_spine_number_M1_sd,standard deviation printed alongside the mean,M1 (regional),Count,dispersion,info,Mammals (7 orders),Jacobs_etal_2018_Table5,,
dendritic_spine_density_M1,number of spines per um of dendritic length (DSD),M1 (regional),Density.per_um,mean,primary,Mammals (7 orders),Jacobs_etal_2018_Table5,spines per um,paper footnote g
dendritic_spine_density_M1_sd,standard deviation printed alongside the mean,M1 (regional),Density.per_um,dispersion,info,Mammals (7 orders),Jacobs_etal_2018_Table5,,
soma_size_M1,soma size (SoSize),M1 (regional),Area.um2,mean,primary,Mammals (7 orders),Jacobs_etal_2018_Table5,um2; feliform giganto mean 2847 and primate giganto mean 987 reproduce exactly from this build,paper footnote h
soma_size_M1_sd,standard deviation printed alongside the mean,M1 (regional),Area.um2,dispersion,info,Mammals (7 orders),Jacobs_etal_2018_Table5,,
soma_depth_M1,soma depth from the pial surface (SoDepth),M1 (regional),Depth.um,mean,primary,Mammals (7 orders),Jacobs_etal_2018_Table5,um from pia,paper footnote i
soma_depth_M1_sd,standard deviation printed alongside the mean,M1 (regional),Depth.um,dispersion,info,Mammals (7 orders),Jacobs_etal_2018_Table5,"NA (not 0) for the two n = 1 rows: clouded leopard Deep, ring-tailed lemur Deep",printed as bare values with no SD
gigantopyramidal_absent,"biological zero: gigantopyramidal neurons not distinguishable in banded mongoose, Flemish giant rabbit, rat, Bennett's wallaby",M1 (regional),Presence,point,primary,Mammals (7 orders),Jacobs_etal_2018_Table5,a real absence - NOT a missing value; those four species have Superficial + Deep rows only,stated in the paper text not in the table
method,counting/measurement method,,,,method,Mammals (7 orders),Jacobs_etal_2018_Table5,Golgi 2-D somatodendritic tracing - not interchangeable with the unbiased stereology in Table 3,flag per datum as the cellcount lineage does
parse_flags,printed cells that could not be parsed as numbers plus recorded print oddities,,,,note,Mammals (7 orders),Jacobs_etal_2018_Table5,1 of 53 rows flagged,never silently corrected (sec 7)
