Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
species,binomial as printed,,Species,,primary,Rodentia,Taniguchi_etal_2022_Findings,the paper prints the binomial; key row in _keys/Sato/species_key.csv,"strains ICR and Tg(Fezf2-tdTomato), postnatal day 56"
common_name,"common name, lowercased",,Species,,info,,Taniguchi_etal_2022_Findings,,
region_sampled,controlled region label,,,,info,,Taniguchi_etal_2022_Findings,insula_subdivided or cortex_unspecified,
region_printed,region as the paper writes it,Insula,,,info,,Taniguchi_etal_2022_Findings,"GI, DI and AI kept verbatim - the subdivisions are exactly what this paper distinguishes","the insular cortex is segregated into granular (GI), dysgranular (DI) and agranular (AI) areas"
layer,cortical layer as printed,,,,info,,Taniguchi_etal_2022_Findings,,
feature,the observation being recorded,,,,primary,Rodentia,Taniguchi_etal_2022_Findings,one row per reported finding,
present,whether the feature was found,Insula,presence,,primary,Rodentia,Taniguchi_etal_2022_Findings,three of nine rows are FALSE,the negatives are recorded rather than left blank: a blank would read as 'not looked for'
identification_basis,how the cell type was identified,,,,primary,,Taniguchi_etal_2022_Findings,morphology or marker,"This is the column the item exists for. Mouse has no bipolar VEN morphology but does have fork-cell-like neurons carrying Fezf2, with NMB and GRP in the same region. A bare VEN_present boolean would put mouse and chimpanzee in the same bucket or in opposite buckets depending on which criterion was used."
data_role,"primary or secondary, per row",,,,info,,Taniguchi_etal_2022_Findings,secondary for the three Allen Mouse Brain Atlas lookups,"ADRA1A, VMAT2 and GABRQ are database queries on male 56-day-old C57BL/6J mice, not measurements made in this study"
detail_as_printed,"the authors' own wording, lightly trimmed",,,,info,,Taniguchi_etal_2022_Findings,,
method,how the observation was made,,,,info,,Taniguchi_etal_2022_Findings,,IHC anti-RFP in Tg(Fezf2-tdTomato); immunofluorescence; immunoelectron microscopy; in situ hybridisation; ISHH-IHC dual staining; Allen Mouse Brain Atlas ISHH
figure_or_section,where in the paper the finding is stated,,,,info,,Taniguchi_etal_2022_Findings,every row carries one; the build stops if any is blank,"constructed snapshot - the paper publishes no data table, so the locus is part of the provenance"
source,source id,,Source,,primary,,Taniguchi_etal_2022_Findings,,
Method:constructed_snapshot,findings taken from text and figure legends,,,,method,,Taniguchi_etal_2022_Findings,the paper publishes no data table of its own results,"snapshot HOWTO, 'When there is no table': the tabular form is ours, so the extraction method is part of the provenance and each row carries the sentence or figure it came from"
Method:table1_not_ingested,the paper's own Table 1 is not built,,,,method,,Taniguchi_etal_2022_Findings,it summarises other groups' reports of VEN and fork cell markers,"a roadmap, not data. The primaries behind it are Allman et al. 2010, Stimpson et al. 2011, Dijkstra et al. 2018, Yang et al. 2019, Cobos and Seeley 2015, Hodge et al. 2020."
Method:observation_level,reported finding,,,,method,,Taniguchi_etal_2022_Findings,"one row per observation, not per animal; no counts or densities are reported",n = 1 species. Useful for fixing the coding rule; of no use in any regression.
Method:verification,checked against the open-access article,,,,method,,Taniguchi_etal_2022_Findings,all nine rows verified word for word against the PLoS ONE full text on 17 September 2026,"for example: 'No VEN-like shaped (bipolar) cells were seen in the mouse insular cortex'; 'NMB was scattered in the deep layers, layer V and layer VI (GI, DI, and AI), with the highest expression in layer VI'"
