Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
animal_printed,common name of the animal exactly as printed in the Animal column,,,,info,"Mammalia, 19 spp. (monotremes, marsupials, eulipotyphlans, bats, rodents, tree shrew, carnivores, primates)",Changizi_Shimojo_2005_Table1,archival; the only animal label common to all five tables. NB table 1 prints 'Star-mole' where table 2 prints 'Star-nosed mole',printed common name
latin_name_printed,Latin name exactly as printed in the Latin name column,,,,info,"Mammalia, 19 spp. (monotremes, marsupials, eulipotyphlans, bats, rodents, tree shrew, carnivores, primates)",Changizi_Shimojo_2005_Table1,"kept verbatim, including the misspelling 'Ornithorhyncus anatinus', the junior synonym 'Felis domesticus', the genus-only 'Aotus'/'Macaca' and the three-genus 'Sorex, Blarina, Cryptotis'",printed Latin name
species_sci,accepted scientific binomial,,Species,,primary,"Mammalia, 19 spp. (monotremes, marsupials, eulipotyphlans, bats, rodents, tree shrew, carnivores, primates)",Changizi_Shimojo_2005_Table1,"resolved from animal_printed, else latin_name_printed, through _keys/Stephan/species_key.csv rows whose source_publication = Changizi2005 (pending: PROPOSED_species_key_rows.csv). No mapping is hard-coded in the .R",not in the source
areas_shown,number of cortical areas indicated in the cited parcellation study,Neocortex,count,,primary,"Mammalia, 19 spp. (monotremes, marsupials, eulipotyphlans, bats, rodents, tree shrew, carnivores, primates)",Changizi_Shimojo_2005_Table1,footnote: 'The third column shows the number of areas indicated in the study',printed
avg_rel_size_pct,"average relative size of a cortical area, as a percentage of neocortex",Neocortex,pct.neocortex,mean,primary,"Mammalia, 19 spp. (monotremes, marsupials, eulipotyphlans, bats, rodents, tree shrew, carnivores, primates)",Changizi_Shimojo_2005_Table1,"back-transformed log10 mean: footnote '10 to the power of the average logarithm of relative size'. Kept as printed (percent), not converted",printed
sd_log_rel_size,standard deviation of the log10 relative sizes of the areas measured,Neocortex,pct.neocortex,sd.log10,primary,"Mammalia, 19 spp. (monotremes, marsupials, eulipotyphlans, bats, rodents, tree shrew, carnivores, primates)",Changizi_Shimojo_2005_Table1,"BLANK = not measured, never zero: printed only for the 15 animals with flattened maps. Mouse, Rat, Ferret and Cat are NA",blank in the source for 4 of 19 animals
rel_size_basis,whether avg_rel_size_pct was measured on a flattened map or derived by counting areas,,,,note,"Mammalia, 19 spp. (monotremes, marsupials, eulipotyphlans, bats, rodents, tree shrew, carnivores, primates)",Changizi_Shimojo_2005_Table1,derived in the .R from whether an SD is printed; the two levels are 'measured on flattened cortical map' and 'counted: 100/(2 x areas shown)',methods p.90
n_areas_extrapolated,extrapolated number of cortical areas in the whole neocortex,Neocortex,count,,secondary,"Mammalia, 19 spp. (monotremes, marsupials, eulipotyphlans, bats, rodents, tree shrew, carnivores, primates)",Changizi_Shimojo_2005_Table1,"derived, see Method:extrapolated_areas. Not printed in the paper",derived
brain_mass_g,brain mass,Brain,Mass.g,,primary,"Mammalia, 19 spp. (monotremes, marsupials, eulipotyphlans, bats, rodents, tree shrew, carnivores, primates)",Changizi_Shimojo_2005_Table1,kept in grams AS PRINTED; multiply by 1000 for the project's Mass.mg standard at merge time,printed
EQ,encephalization quotient,Brain,index,,secondary,"Mammalia, 19 spp. (monotremes, marsupials, eulipotyphlans, bats, rodents, tree shrew, carnivores, primates)",Changizi_Shimojo_2005_Table1,defined in the text (p.90) as brain volume divided by the 3/4 power of body mass; body mass itself is not printed,printed
reference_printed,"source study for the animal's parcellation map, as printed",,,,info,"Mammalia, 19 spp. (monotremes, marsupials, eulipotyphlans, bats, rodents, tree shrew, carnivores, primates)",Changizi_Shimojo_2005_Table1,author-year only; the full citations are in the paper's reference list,printed
source,source identifier,,Source,,info,"Mammalia, 19 spp. (monotremes, marsupials, eulipotyphlans, bats, rodents, tree shrew, carnivores, primates)",Changizi_Shimojo_2005_Table1,,
Method:extrapolated_areas,"n_areas_extrapolated = round(100 / avg_rel_size_pct, 3)",,,,method,"Mammalia, 19 spp. (monotremes, marsupials, eulipotyphlans, bats, rodents, tree shrew, carnivores, primates)",Changizi_Shimojo_2005_Table1,"the paper's own extrapolation (p.90): 'from an estimate of the average relative size of areas within a neocortex, one can compute the extrapolated number of areas'",p.90
Method:counted_relative_size,"for Mouse, Rat, Ferret and Cat: avg_rel_size_pct = 100/(2 x areas_shown)",,,,method,"Mammalia, 19 spp. (monotremes, marsupials, eulipotyphlans, bats, rodents, tree shrew, carnivores, primates)",Changizi_Shimojo_2005_Table1,"methods p.90: only unflattened maps existed, so areas were counted and 'assumed to in total fill the same overall amount of neocortex as that in the other studies (which averaged 50%; SD 12%)'; verified in the .R to within 0.001",p.90
Method:units,percentages and grams are kept exactly as printed; no unit conversion is applied,,,,method,"Mammalia, 19 spp. (monotremes, marsupials, eulipotyphlans, bats, rodents, tree shrew, carnivores, primates)",Changizi_Shimojo_2005_Table1,see brain_mass_g for the merge-time conversion,
