Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
subnetwork_printed,"the Subnetwork cell exactly as printed, e.g. 'Cat, somato-motor +'",,,,info,"Mammalia, 4 spp. (tree shrew, rat, cat, macaque)",Changizi_Shimojo_2005_Table3,"archival; the row unit is a subnetwork, not a species -- macaque appears 5x and cat 3x",printed
animal_printed,"animal name, split off from subnetwork_printed at the comma",,,,info,"Mammalia, 4 spp. (tree shrew, rat, cat, macaque)",Changizi_Shimojo_2005_Table3,derived by string split in the .R,derived from the printed cell
species_sci,accepted scientific binomial,,Species,,primary,"Mammalia, 4 spp. (tree shrew, rat, cat, macaque)",Changizi_Shimojo_2005_Table3,resolved from animal_printed through the Changizi2005 rows of the species key,not in the source
modality_printed,"modality of the subnetwork: visual, auditory or somato-motor",,,,info,"Mammalia, 4 spp. (tree shrew, rat, cat, macaque)",Changizi_Shimojo_2005_Table3,derived by string split; the trailing '+' is stripped into its own column,derived from the printed cell
includes_other_areas,TRUE where the printed subnetwork carries the footnote symbol '+',,,,note,"Mammalia, 4 spp. (tree shrew, rat, cat, macaque)",Changizi_Shimojo_2005_Table3,footnote: '+ indicates that there are other cortical areas included in the subnetwork'; TRUE for 4 of 10 rows,printed footnote marker
n_areas,number of cortical areas in the subnetwork,Neocortex,count,,primary,"Mammalia, 4 spp. (tree shrew, rat, cat, macaque)",Changizi_Shimojo_2005_Table3,no blank cells in this table,printed
n_edges,total number of area-area connections (edges) in the subnetwork,Neocortex,count,,primary,"Mammalia, 4 spp. (tree shrew, rat, cat, macaque)",Changizi_Shimojo_2005_Table3,checked in the .R against the A*(A-1) ceiling; all 10 rows pass,printed
reference_printed,"connectivity-matrix study, as printed",,,,info,"Mammalia, 4 spp. (tree shrew, rat, cat, macaque)",Changizi_Shimojo_2005_Table3,author-year only,printed
source,source identifier,,Source,,info,"Mammalia, 4 spp. (tree shrew, rat, cat, macaque)",Changizi_Shimojo_2005_Table3,,
Method:granularity,"one row per printed subnetwork, not per species; do not average these rows to a species value without deciding how to treat the repeated macaque and cat networks",,,,method,"Mammalia, 4 spp. (tree shrew, rat, cat, macaque)",Changizi_Shimojo_2005_Table3,data plotted in figure 3a,caption
