Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
Species_Matano1986,species name as printed in Matano 1986 Table I,,,,info,,Matano__1986_TableI,journal names kept verbatim including the printed genus abbreviations (C. medius; A. l. occidentalis; S. oedipus; C. mitis); taxonomy applied later via ../_keys/Stephan/species_key.csv token Matano1986,Table I col 1
n,number of specimens (sample size),Vestibular_nuclei,,n,primary,Scandentia & Primates,Matano__1986_TableI,Table I col 2; 80 individuals across 46 species,Table I col 2
body_weight_g,body weight in g,Body_weight,Mass.g,,secondary,Scandentia & Primates,Matano__1986_TableI,Table I col 3; re-used body weights (largely Stephan et al. 1981) - not an independent measurement,Table I col 3
Nucleus_vestibularis_superior_unilateral_mm3,volume of the superior vestibular nucleus in mm3 (ONE SIDE),Nucleus_vestibularis_superior,Vol.mm3,,both,Scandentia & Primates,Matano__1986_TableI,Table I col 4; unilateral - see Method:laterality,Table I col 4 (superior)
Nucleus_vestibularis_lateralis_unilateral_mm3,volume of the lateral vestibular nucleus in mm3 (ONE SIDE),Nucleus_vestibularis_lateralis,Vol.mm3,,both,Scandentia & Primates,Matano__1986_TableI,Table I col 5; unilateral - see Method:laterality,Table I col 5 (lateral)
Nucleus_vestibularis_medialis_unilateral_mm3,volume of the medial vestibular nucleus in mm3 (ONE SIDE),Nucleus_vestibularis_medialis,Vol.mm3,,both,Scandentia & Primates,Matano__1986_TableI,Table I col 6; unilateral - see Method:laterality,Table I col 6 (medial)
Nucleus_vestibularis_descendens_unilateral_mm3,volume of the descending (inferior) vestibular nucleus in mm3 (ONE SIDE),Nucleus_vestibularis_descendens,Vol.mm3,,both,Scandentia & Primates,Matano__1986_TableI,Table I col 7; unilateral - see Method:laterality,Table I col 7 (descending)
Complexus_vestibularis_unilateral_mm3,volume of the whole vestibular nuclear complex in mm3 (ONE SIDE),Complexus_vestibularis,Vol.mm3,,both,Scandentia & Primates,Matano__1986_TableI,Table I col 8; equals the sum of the four nuclei (verified for all 46 species) - unilateral,Table I col 8 (complex)
Method:laterality,"Volumes are ONE SIDE. The paper states no side, but: (a) Methods say the data of Stephan et al. 1981 were incorporated, and for the 27 species shared with Stephan et al. 1981 Table XIII all four nuclei match to the printed digit; (b) Baron et al. 1988 state those earlier data were measured ""from one side only"" whereas their own are ""from both sides""; (c) Baron 1988 / Matano 1986 is the same for the 27 known one-side species (mean 2.02, sd 0.18) as for the 19 species new here (mean 1.92, sd 0.17).",,,,method,,Matano__1986_TableI,recorded in ../__merging_volumes/laterality_known.csv as side=unilateral doubling=none required_suffix=_unilateral,
Method:nuclear_delineation,"The complex was divided into 4 main nuclei (superior, lateral, medial, descending). Small cell groups were ignored (nucleus parasolitarius, group y) or absorbed into one of the 4 (interstitial nucleus of the vestibular nerve and group l into the lateral; groups f, x and z into the descending; nucleus supravestibularis into the medial), following Baron 1977.",,,,method,,Matano__1986_TableI,matters when pooling with sources that delineate the complex differently,Materials and Methods p. 190
Method:volume_derivation,"Brains fixed in Bouin's fluid (a few in 10% formalin), paraffin, frontal serial sections, cresyl-violet and Heidenhain-Woelcke. 5-8 sections per nucleus at equal intervals were projected on photographic paper, delineated, cut out and weighed; V = AP x WS x D/M2. Section volumes were converted to estimated fresh volumes following Stephan et al. 1981.",,,,method,,Matano__1986_TableI,same shrinkage-correction basis as the rest of the Stephan/Dusseldorf series,Materials and Methods p. 190
Method:derived_columns_not_transcribed,"Table II (size indices for the slope 0.56), Table III (each nucleus as % of the complex, and complex as % of total brain x100000), Table IV (family/grade size indices) and Table V (correlations) are derived and are NOT transcribed. Table III is used instead as the QA anchor for this build - see comparison/.",,,,method,,Matano__1986_TableI,HOWTO section 7: size indices / percentages / ratios are not transcribed,
