Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
Species_Liu2016,species name exactly as printed in SI Table S1,,,,info,Primates,Liu_etal_2016_TableS1,printed name preserved (invariant 3); the PDF prints full binomials in Table S1 (the abbreviated forms Ho. sapiens etc. appear only in the figures),13 anthropoid species
species_sci,accepted binomial resolved via _keys/Stephan/species_key.csv (source_publication = Liu2016),,,,info,Primates,Liu_etal_2016_TableS1,only Presbytis cristata is remapped (to Trachypithecus cristatus) so it joins Reader_etal_2011; the other 12 printed binomials stand,paper-scoped resolution (SPECIES_NAMING.md sec 3)
specimen_key,museum accession number as printed in the Key column,,,,info,Primates,Liu_etal_2016_TableS1,one row per specimen; keep verbatim - aggregating to species means loses this provenance,source column Key
museum,museum code parsed from the first token of specimen_key,,,,info,Primates,Liu_etal_2016_TableS1,"AMNH 30, HMNH 32, WITS 29, NMW 15, UV 10, UM-APC 9, MRAC 5, UNI-FI 4, YPM 2, ZMB 1 = 137","derived in the build script; keeps the printed string. NOTE the paper is internally inconsistent for Florence: the museum-key legend (SI p.7) prints UNI-Fl (lowercase L, U+006C) while the four data rows (SI p.8) print UNI-FI (uppercase i, U+0049) — different codepoints in the embedded text, not an extraction artefact. Both stand as printed; do not harmonise. For cross-source matching add a separate derived museum_canonical column"
MC1,metacarpal of thumb as a proportion of combined thumb + forefinger length,hand (thumb),length proportion,point,secondary,Primates,Liu_etal_2016_TableS1,dimensionless proportion - no unit conversion,raw morphometrics taken from Feix et al. 2015
PP1,proximal phalanx of thumb as a proportion of combined thumb + forefinger length,hand (thumb),length proportion,point,secondary,Primates,Liu_etal_2016_TableS1,dimensionless proportion,raw morphometrics taken from Feix et al. 2015
DP1,distal phalanx of thumb as a proportion of combined thumb + forefinger length,hand (thumb),length proportion,point,secondary,Primates,Liu_etal_2016_TableS1,dimensionless proportion,raw morphometrics taken from Feix et al. 2015
MC2,metacarpal of forefinger as a proportion of combined thumb + forefinger length,hand (forefinger),length proportion,point,secondary,Primates,Liu_etal_2016_TableS1,dimensionless proportion,raw morphometrics taken from Feix et al. 2015
PP2,proximal phalanx of forefinger as a proportion of combined thumb + forefinger length,hand (forefinger),length proportion,point,secondary,Primates,Liu_etal_2016_TableS1,dimensionless proportion,raw morphometrics taken from Feix et al. 2015
IP2,intermediate phalanx of forefinger as a proportion of combined thumb + forefinger length,hand (forefinger),length proportion,point,secondary,Primates,Liu_etal_2016_TableS1,dimensionless proportion,raw morphometrics taken from Feix et al. 2015
DP2,distal phalanx of forefinger as a proportion of combined thumb + forefinger length,hand (forefinger),length proportion,point,secondary,Primates,Liu_etal_2016_TableS1,dimensionless proportion,raw morphometrics taken from Feix et al. 2015
WS,workspace; modelled reachable manipulation workspace of thumb and forefinger,hand,workspace,index,secondary,Primates,Liu_etal_2016_TableS1,dimensionless model output,citation-dependent with Baker peak_workspace via Feix et al. 2015 - never average
GMI,global manipulation index; modelled manipulative potential of the hand,hand,manipulability,index,secondary,Primates,Liu_etal_2016_TableS1,the headline manipulative-potential measure; dimensionless,citation-dependent with Baker peak_workspace via Feix et al. 2015 - never average
segment_sum_check,sum of the seven segment proportions,,,,note,Primates,Liu_etal_2016_TableS1,"should be 1 by construction; observed range 0.998-1.002 across all 137 rows, which is the printed rounding - a column-shift check, not a trait",derived in the build script
Method,manipulative potential inferred from hand-segment proportions using a kinematic functional model of the thumb and forefinger,,,,method,Primates,Liu_etal_2016_TableS1,"137 hand specimens, 13 anthropoid species - both figures match the paper's own text","NOT an independent measurement: a re-analysis of Feix et al. 2015 hand morphometrics. Feix 2015 is the upstream primary and is not yet in the repo"
