Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
source_row,printed row sequence within Table S2 after cleaning,,,,info,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS2,stable source-order key added in build,
animal_number,"Catalog/accession number for the specimen, as printed",,,,info,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS2,,
common_name,"Common species name, as printed",,,,info,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS2,,
brain_part,Brain part/region sectioned (e.g. 'whole brain'),,,,info,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS2,,
stains_used,"Histological stain(s) used, as printed",,,,info,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS2,,
plane_of_section,Histological plane of section,,,,info,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS2,,
age,"Age of the specimen as printed, where recorded",,,,info,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS2,,
section_thickness,"Section thickness as printed (unit is part of the printed value, e.g. '25µ')",,count,,primary,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS2,,
total_number_of_sections,Total number of histological sections prepared,,count,,primary,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS2,,
total_number_of_slides,Total number of slides prepared,,count,,primary,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS2,,
embedding_medium,Histological embedding medium (e.g. 'Celloidin'),,,,info,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS2,,
slide_size,Printed slide size/format,,,,info,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS2,,
number_of_sections_stained,"Number of sections stained, as printed (may be a text note, e.g. '1500, all')",,,,info,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS2,,
Method:frozen_source,"nyas_6036_sm_table2.doc (legacy journal Word supplement) is the frozen source, converted losslessly to a snapshot workbook by Fobbs_etal_2011_build_snapshot.py; the snapshot is not rebuilt unless explicitly requested (rebuild_snapshot=FALSE guards the audited snapshot)",,,,method,,,,
Method:scope,"Comparative-anatomy brain sections catalog (animal number, stains, sectioning and slide details). 407 catalog records after cleaning (printed section-label/blank rows removed).",,,,method,,,Fobbs_etal_2011_TableS2,
