Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
source_row,printed row sequence within Table S1a after cleaning,,,,info,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS1a,stable source-order key added in build,
diagnostic_category,Printed diagnostic category (e.g. 'Normative Control' vs a clinical/pathology category),,,,info,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS1a,,
subcategory_1,Printed sub-category (e.g. 'embryos/fetuses'),,,,info,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS1a,,
age_at_death,"Age at death, as printed (units vary by row; see gestational_age/time_unit)",,,,info,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS1a,,
gestational_age,"Gestational age at death, as printed",,,,info,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS1a,,
time_unit,Unit for gestational_age (e.g. 'wks'),,,,info,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS1a,,
crown_to_rump_length_mm,"Crown-to-rump length in millimeters, as printed",,count,,primary,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS1a,,
crown_to_heel_length_mm,"Crown-to-heel length in millimeters, as printed",,count,,primary,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS1a,,
postnatal_survival,Postnatal survival status/duration as printed (e.g. 'stillborn'),,,,info,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS1a,,
sex,"Sex of the specimen, as printed ('unknown' where not recorded)",,,,info,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS1a,,
plane_of_section,Histological plane of section (e.g. Transverse),,,,info,various (multi-taxon catalog; see item scope),Fobbs_etal_2011_TableS1a,,
Method:frozen_source,"nyas_6036_sm_table1a.doc (legacy journal Word supplement) is the frozen source, converted losslessly to a snapshot workbook by Fobbs_etal_2011_build_snapshot.py; the snapshot is not rebuilt unless explicitly requested (rebuild_snapshot=FALSE guards the audited snapshot)",,,,method,,,,
Method:scope,Human normative-control and clinical fetal/infant brain specimens (developmental neuropathology catalog). 432 catalog records after cleaning (printed section-label/blank rows removed).,,,,method,,,Fobbs_etal_2011_TableS1a,
