Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
component,"brain-structure abbreviation, one row per structure",,Structure,,primary,Cetacea (Platanista gangetica),Kamiya_Pirlot_1980_TABLE1,"UNCONFIRMED: source PDF (kamiya_pirlot_1980_114NeverExisted.pdf) is a poor/garbled scan of brain-section diagram labels, not the article text - the article's own abbreviation footnote could not be read. Codes assigned here by analogy to the identical N/Rh(RH)/S/D/St(ST)/H/M/C/O scheme confirmed in Kamiya_Pirlot_1988 and Pirlot_Jiao_1985 (same lab, adjoining years). VERIFY against a legible copy of Kamiya & Pirlot 1980, Sci. Rep. Whales Res. Inst. 32:105-126, before treating as source-confirmed.",
N,Neocortex [UNCONFIRMED - see 'component' row note],Neocortex,volume,value mm3 + percent of total brain + progression_index,primary,Cetacea,Kamiya_Pirlot_1980_TABLE1,"UNCONFIRMED definition, see component row",
Rh,Rhinencephalon [UNCONFIRMED - see 'component' row note],Rhinencephalon,volume,value mm3 + percent of total brain + progression_index,primary,Cetacea,Kamiya_Pirlot_1980_TABLE1,"UNCONFIRMED definition, see component row",
S,Septum [UNCONFIRMED - see 'component' row note],Septum,volume,value mm3 + percent of total brain + progression_index,primary,Cetacea,Kamiya_Pirlot_1980_TABLE1,"UNCONFIRMED definition, see component row",
D,Diencephalon [UNCONFIRMED - see 'component' row note],Diencephalon,volume,value mm3 + percent of total brain + progression_index,primary,Cetacea,Kamiya_Pirlot_1980_TABLE1,"UNCONFIRMED definition, see component row",
St,Striatum [UNCONFIRMED - see 'component' row note],Striatum,volume,value mm3 + percent of total brain + progression_index,primary,Cetacea,Kamiya_Pirlot_1980_TABLE1,"UNCONFIRMED definition, see component row",
H,Hippocampus [UNCONFIRMED - see 'component' row note],Hippocampus,volume,value mm3 + percent of total brain + progression_index,primary,Cetacea,Kamiya_Pirlot_1980_TABLE1,"UNCONFIRMED definition, see component row",
M,Mesencephalon [UNCONFIRMED - see 'component' row note],Mesencephalon,volume,value mm3 + percent of total brain + progression_index,primary,Cetacea,Kamiya_Pirlot_1980_TABLE1,"UNCONFIRMED definition, see component row",
C,Cerebellum [UNCONFIRMED - see 'component' row note],Cerebellum,volume,value mm3 + percent of total brain + progression_index,primary,Cetacea,Kamiya_Pirlot_1980_TABLE1,"UNCONFIRMED definition, see component row",
O,Medulla oblongata [UNCONFIRMED - see 'component' row note],Medulla oblongata,volume,value mm3 + percent of total brain + progression_index,primary,Cetacea,Kamiya_Pirlot_1980_TABLE1,"UNCONFIRMED definition, see component row",
source,registry item key,,,,provenance,Cetacea,Kamiya_Pirlot_1980_TABLE1,,
